country,binomial
South Sudan,Kobus megaceros
South Sudan,Laephotis wintoni
South Sudan,Lavia frons
South Sudan,Lemniscomys hoogstraali
South Sudan,Lemniscomys macculus
South Sudan,Lemniscomys striatus
South Sudan,Lemniscomys zebra
South Sudan,Leptailurus serval
South Sudan,Lepus capensis
South Sudan,Lepus habessinicus
South Sudan,Lepus victoriae
South Sudan,Lissonycteris angolensis
South Sudan,Lophiomys imhausi
South Sudan,Lophuromys flavopunctatus
South Sudan,Lophuromys sikapusi
South Sudan,Loxodonta africana
South Sudan,Lycaon pictus
South Sudan,Madoqua guentheri
South Sudan,Madoqua saltiana
South Sudan,Mastomys erythroleucus
South Sudan,Mastomys kollmannspergeri
South Sudan,Mastomys natalensis
South Sudan,Mellivora capensis
South Sudan,Meriones crassus
South Sudan,Micropteropus pusillus
South Sudan,Mimetillus moloneyi
South Sudan,Mops condylurus
South Sudan,Mops demonstrator
South Sudan,Mops midas
South Sudan,Mops nanulus
South Sudan,Mops niangarae
South Sudan,Mops trevori
South Sudan,Mungos mungo
South Sudan,Mus tenellus
South Sudan,Mylomys dybowskii
South Sudan,Myomyscus brockmani
South Sudan,Myopterus daubentonii
South Sudan,Myotis bocagii
South Sudan,Myotis welwitschii
South Sudan,Nandinia binotata
South Sudan,Nanger granti
South Sudan,Nanger soemmerringii
South Sudan,Neoromicia capensis
South Sudan,Neoromicia guineensis
South Sudan,Neoromicia helios
South Sudan,Neoromicia nana
South Sudan,Neoromicia rendalli
South Sudan,Neoromicia somalica
South Sudan,Neoromicia tenuipinnis
South Sudan,Neoromicia zuluensis
South Sudan,Nycteris arge
South Sudan,Nycteris aurita
South Sudan,Nycteris grandis
South Sudan,Nycteris hispida
South Sudan,Nycteris macrotis
South Sudan,Nycteris nana
South Sudan,Nycteris thebaica
South Sudan,Nycticeinops schlieffeni
South Sudan,Oenomys hypoxanthus
South Sudan,Oreotragus oreotragus
South Sudan,Orycteropus afer
South Sudan,Oryx beisa
South Sudan,Otocyon megalotis
South Sudan,Otomops martiensseni
South Sudan,Otomys tropicalis
South Sudan,Ourebia ourebi
South Sudan,Pan troglodytes
South Sudan,Panthera leo
South Sudan,Panthera pardus
South Sudan,Papio anubis
South Sudan,Papio hamadryas
South Sudan,Paraechinus aethiopicus
South Sudan,Paraxerus boehmi
South Sudan,Phacochoerus africanus
South Sudan,Phataginus tricuspis
South Sudan,Philantomba monticola
South Sudan,Piliocolobus oustaleti
South Sudan,Pipistrellus crassulus
South Sudan,Pipistrellus hesperidus
South Sudan,Pipistrellus rueppellii
South Sudan,Pipistrellus rusticus
South Sudan,Platymops setiger
South Sudan,Poelagus marjorita
South Sudan,Potamochoerus larvatus
South Sudan,Potamochoerus porcus
South Sudan,Potamogale velox
South Sudan,Praomys daltoni
South Sudan,Praomys jacksoni
South Sudan,Procavia capensis
South Sudan,Proteles cristata
South Sudan,Protoxerus stangeri
South Sudan,Psammomys obesus
South Sudan,Redunca fulvorufula
South Sudan,Redunca redunca
South Sudan,Rhinolophus alcyone
South Sudan,Rhinolophus clivosus
South Sudan,Rhinolophus eloquens
South Sudan,Rhinolophus fumigatus
South Sudan,Rhinolophus hildebrandtii
South Sudan,Rhinolophus landeri
South Sudan,Rhinolophus simulator
South Sudan,Rhinopoma cystops
South Sudan,Rhinopoma hardwickii
South Sudan,Rhinopoma microphyllum
South Sudan,Rousettus aegyptiacus
South Sudan,Rousettus lanosus
South Sudan,Saccostomus mearnsi
South Sudan,Scotoecus hirundo
South Sudan,Scotophilus dinganii
South Sudan,Scotophilus leucogaster
South Sudan,Scotophilus nigrita
South Sudan,Scotophilus viridis
South Sudan,Smutsia gigantea
South Sudan,Smutsia temminckii
South Sudan,Steatomys opimus
South Sudan,Steatomys parvus
South Sudan,Steatomys pratensis
South Sudan,Suncus megalura
South Sudan,Suncus murinus
South Sudan,Sylvicapra grimmia
South Sudan,Syncerus caffer
South Sudan,Tachyoryctes splendens
South Sudan,Tadarida ventralis
South Sudan,Taphozous hamiltoni
South Sudan,Taphozous mauritianus
South Sudan,Taphozous nudiventris
South Sudan,Taphozous perforatus
South Sudan,Taterillus congicus
South Sudan,Taterillus emini
South Sudan,Thryonomys gregorianus
South Sudan,Thryonomys swinderianus
South Sudan,Tragelaphus derbianus
South Sudan,Tragelaphus eurycerus
South Sudan,Tragelaphus imberbis
South Sudan,Tragelaphus oryx
South Sudan,Tragelaphus scriptus
South Sudan,Tragelaphus spekii
South Sudan,Tragelaphus strepsiceros
South Sudan,Triaenops persicus
South Sudan,Uranomys ruddi
South Sudan,Vulpes pallida
South Sudan,Vulpes rueppellii
South Sudan,Vulpes vulpes
South Sudan,Vulpes zerda
South Sudan,Xerus erythropus
South Sudan,Xerus rutilus
South Sudan,Zelotomys hildegardeae
Thailand,Aeromys tephromelas
Thailand,Anourosorex squamipes
Thailand,Aonyx cinereus
Thailand,Arctictis binturong
Thailand,Arctogalidia trivirgata
Thailand,Arctonyx collaris
Thailand,Arielulus aureocollaris
Thailand,Arielulus circumdatus
Thailand,Aselliscus stoliczkanus
Thailand,Atherurus macrourus
Thailand,Axis porcinus
Thailand,Balionycteris maculata
Thailand,Bandicota bengalensis
Thailand,Bandicota indica
Thailand,Bandicota savilei
Thailand,Belomys pearsonii
Thailand,Berylmys berdmorei
Thailand,Berylmys bowersi
Thailand,Bubalus arnee
Thailand,Callosciurus caniceps
Thailand,Callosciurus erythraeus
Thailand,Callosciurus finlaysonii
Thailand,Callosciurus inornatus
Thailand,Callosciurus nigrovittatus
Thailand,Callosciurus notatus
Thailand,Callosciurus phayrei
Thailand,Callosciurus prevostii
Thailand,Cannomys badius
Thailand,Capricornis milneedwardsii
Thailand,Capricornis sumatraensis
Thailand,Catopuma temminckii
Thailand,Chaerephon plicatus
Thailand,Cheiromeles torquatus
Thailand,Chimarrogale himalayica
Thailand,Chiromyscus chiropus
Thailand,Chironax melanocephalus
Thailand,Chiropodomys gliroides
Thailand,Chodsigoa parca
Thailand,Coelops frithii
Thailand,Coelops robinsoni
Thailand,Craseonycteris thonglongyai
Thailand,Crocidura attenuata
Thailand,Crocidura fuliginosa
Thailand,Crocidura hilliana
Thailand,Crocidura indochinensis
Thailand,Crocidura malayana
Thailand,Crocidura negligens
Thailand,Crocidura vorax
Thailand,Cuon alpinus
Thailand,Cynogale bennettii
Thailand,Cynopterus brachyotis
Thailand,Cynopterus horsfieldii
Thailand,Cynopterus sphinx
Thailand,Dendrogale murina
Thailand,Dremomys rufigenis
Thailand,Dyacopterus spadiceus
Thailand,Echinosorex gymnura
Thailand,Emballonura monticola
Thailand,Eonycteris spelaea
Thailand,Eothenomys melanogaster
Thailand,Eptesicus dimissus
Thailand,Eptesicus pachyotis
Thailand,Eptesicus serotinus
Thailand,Eudiscopus denticulus
Thailand,Euroscaptor klossi
Thailand,Falsistrellus affinis
Thailand,Felis chaus
Thailand,Galeopterus variegatus
Thailand,Glischropus tylopus
Thailand,Harpiocephalus harpia
Thailand,Helarctos malayanus
Thailand,Hemigalus derbyanus
Thailand,Herpestes javanicus
Thailand,Hesperoptenus blanfordi
Thailand,Hesperoptenus tickelli
Thailand,Hipposideros armiger
Thailand,Hipposideros ater
Thailand,Hipposideros bicolor
Thailand,Hipposideros cervinus
Thailand,Hipposideros cineraceus
Thailand,Hipposideros diadema
Thailand,Hipposideros dyacorum
Thailand,Hipposideros galeritus
Thailand,Hipposideros grandis
Thailand,Hipposideros halophyllus
Thailand,Hipposideros khaokhouayensis
Thailand,Hipposideros larvatus
Thailand,Hipposideros lekaguli
Thailand,Hipposideros lylei
Thailand,Hipposideros pomona
Thailand,Hipposideros ridleyi
Thailand,Hipposideros rotalis
Thailand,Hipposideros turpis
Thailand,Hylobates agilis
Thailand,Hylobates lar
Thailand,Hylobates pileatus
Thailand,Hylomys suillus
Thailand,Hylopetes alboniger
Thailand,Hylopetes phayrei
Thailand,Hylopetes platyurus
Thailand,Hylopetes spadiceus
Thailand,Hystrix brachyura
Thailand,Ia io
Thailand,Kerivoula hardwickii
Thailand,Kerivoula kachinensis
Thailand,Kerivoula minuta
Thailand,Kerivoula papillosa
Thailand,Kerivoula pellucida
Thailand,Kerivoula picta
Thailand,Kerivoula titania
Thailand,Kerivoula whiteheadi
Thailand,Lariscus insignis
Thailand,Leopoldamys ciliatus
Thailand,Leopoldamys edwardsi
Thailand,Leopoldamys neilli
Thailand,Leopoldamys sabanus
Thailand,Lepus peguensis
Thailand,Lutra lutra
Thailand,Lutra sumatrana
Thailand,Lutrogale perspicillata
Thailand,Macaca arctoides
Thailand,Macaca assamensis
Thailand,Macaca fascicularis
Thailand,Macaca leonina
Thailand,Macaca mulatta
Thailand,Macaca nemestrina
Thailand,Macroglossus minimus
Thailand,Macroglossus sobrinus
Thailand,Manis javanica
Thailand,Manis pentadactyla
Thailand,Martes flavigula
Thailand,Maxomys rajah
Thailand,Maxomys surifer
Thailand,Maxomys whiteheadi
Thailand,Megaderma lyra
Thailand,Megaderma spasma
Thailand,Megaerops ecaudatus
Thailand,Megaerops niphanae
Thailand,Melogale moschata
Thailand,Melogale personata
Thailand,Menetes berdmorei
Thailand,Mops mops
Thailand,Muntiacus feae
Thailand,Muntiacus muntjak
Thailand,Muntiacus vaginalis
Thailand,Murina aenea
Thailand,Murina aurata
Thailand,Murina cyclotis
Thailand,Murina harrisoni
Thailand,Murina suilla
Thailand,Murina tubinaris
Thailand,Mus caroli
Thailand,Mus cookii
Thailand,Mus fragilicauda
Thailand,Mus pahari
Thailand,Mus shortridgei
Thailand,Mustela kathiah
Thailand,Mustela nudipes
Thailand,Mustela sibirica
Thailand,Mustela strigidorsa
Thailand,Myotis altarium
Thailand,Myotis annectans
Thailand,Myotis ater
Thailand,Myotis chinensis
Thailand,Myotis hasseltii
Thailand,Myotis hermani
Thailand,Myotis horsfieldii
Thailand,Myotis montivagus
Thailand,Myotis muricola
Thailand,Myotis ridleyi
Thailand,Myotis rosseti
Thailand,Myotis siligorensis
Thailand,Naemorhedus griseus
Thailand,Neofelis nebulosa
Thailand,Niviventer confucianus
Thailand,Niviventer cremoriventer
Thailand,Niviventer fulvescens
Thailand,Niviventer hinpoon
Thailand,Niviventer langbianis
Thailand,Niviventer tenaster
Thailand,Nomascus gabriellae
Thailand,Nycteris tragata
Thailand,Nycticebus bengalensis
Thailand,Nycticebus coucang
Thailand,Nycticebus pygmaeus
Thailand,Paguma larvata
Thailand,Panthera pardus
Thailand,Panthera tigris
Thailand,Paradoxurus hermaphroditus
Thailand,Pardofelis marmorata
Thailand,Penthetor lucasi
Thailand,Petaurista elegans
Thailand,Petaurista petaurista
Thailand,Petaurista philippensis
Thailand,Petinomys genibarbis
Thailand,Petinomys setosus
Thailand,Philetor brachypterus
Thailand,Phoniscus atrox
Thailand,Phoniscus jagorii
Thailand,Pipistrellus cadornae
Thailand,Pipistrellus coromandra
Thailand,Pipistrellus javanicus
Thailand,Pipistrellus paterculus
Thailand,Pipistrellus pulveratus
Thailand,Pipistrellus stenopterus
Thailand,Pipistrellus tenuis
Thailand,Pithecheir parvus
Thailand,Presbytis femoralis
Thailand,Presbytis siamensis
Thailand,Prionailurus bengalensis
Thailand,Prionailurus planiceps
Thailand,Prionailurus viverrinus
Thailand,Prionodon linsang
Thailand,Prionodon pardicolor
Thailand,Pteromyscus pulverulentus
Thailand,Pteropus hypomelanus
Thailand,Pteropus intermedius
Thailand,Pteropus lylei
Thailand,Pteropus vampyrus
Thailand,Ptilocercus lowii
Thailand,Rattus andamanensis
Thailand,Rattus argentiventer
Thailand,Rattus exulans
Thailand,Rattus losea
Thailand,Rattus nitidus
Thailand,Rattus norvegicus
Thailand,Rattus tanezumi
Thailand,Rattus tiomanicus
Thailand,Ratufa affinis
Thailand,Ratufa bicolor
Thailand,Rhinolophus acuminatus
Thailand,Rhinolophus affinis
Thailand,Rhinolophus borneensis
Thailand,Rhinolophus coelophyllus
Thailand,Rhinolophus lepidus
Thailand,Rhinolophus luctus
Thailand,Rhinolophus macrotis
Thailand,Rhinolophus malayanus
Thailand,Rhinolophus marshalli
Thailand,Rhinolophus paradoxolophus
Thailand,Rhinolophus pearsonii
Thailand,Rhinolophus pusillus
Thailand,Rhinolophus robinsoni
Thailand,Rhinolophus shameli
Thailand,Rhinolophus siamensis
Thailand,Rhinolophus stheno
Thailand,Rhinolophus thomasi
Thailand,Rhinolophus trifoliatus
Thailand,Rhinolophus yunanensis
Thailand,Rhinosciurus laticaudatus
Thailand,Rhizomys pruinosus
Thailand,Rhizomys sumatrensis
Thailand,Rousettus amplexicaudatus
Thailand,Rousettus leschenaultii
Thailand,Rusa unicolor
Thailand,Saccolaimus saccolaimus
Thailand,Scotomanes ornatus
Thailand,Scotophilus heathii
Thailand,Scotophilus kuhlii
Thailand,Sphaerias blanfordi
Thailand,Suncus etruscus
Thailand,Suncus malayanus
Thailand,Suncus murinus
Thailand,Sundamys muelleri
Thailand,Sundasciurus hippurus
Thailand,Sundasciurus lowii
Thailand,Sundasciurus tenuis
Thailand,Symphalangus syndactylus
Thailand,Tadarida latouchei
Thailand,Tamiops macclellandii
Thailand,Tamiops maritimus
Thailand,Tamiops rodolphii
Thailand,Taphozous longimanus
Thailand,Taphozous melanopogon
Thailand,Taphozous theobaldi
Thailand,Tapirus indicus
Thailand,Trachypithecus barbei
Thailand,Trachypithecus germaini
Thailand,Trachypithecus obscurus
Thailand,Trachypithecus phayrei
Thailand,Tragulus kanchil
Thailand,Tragulus napu
Thailand,Tragulus williamsoni
Thailand,Tupaia belangeri
Thailand,Tupaia glis
Thailand,Tupaia minor
Thailand,Tylonycteris pachypus
Thailand,Tylonycteris robustula
Thailand,Ursus thibetanus
Thailand,Vandeleuria oleracea
Thailand,Viverra megaspila
Thailand,Viverra zibetha
Thailand,Viverricula indica
